,State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Acre,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
601,CA,Contra-Costa-County,Walnut Creek,6705 Horsemans Canyon Dr,94595,Single Family Residential,Active,"2,100,000",2000,3.0,3.0,2523.0,"2,523Sq Ft","5,300 Sq. Ft.",,9,0,1.0,Yes,
602,CA,Contra-Costa-County,Lafayette,3243 Judith Ln,94549,Single Family Residential,Active,"1,195,000",1979,2.0,2.0,1705.0,"1,705Sq Ft",0.47 Acres,,9,43,49.0,Yes,"1,226,665"
603,CA,Contra-Costa-County,Richmond,4980 Rocky Rd,94803,Single Family Residential,New,"1,075,000",1983,4.0,2.5,2795.0,"2,795Sq Ft","9,180 Sq. Ft.",,4,6,5.0,Yes,"1,108,569"
604,CA,Contra-Costa-County,San Ramon,3542 Rosincress Dr,94582,Single Family Residential,Active,"2,975,000",1999,5.0,5.0,3847.0,"3,847Sq Ft","10,019 Sq. Ft.",,8,16,12.0,Yes,"2,982,259"
605,CA,Contra-Costa-County,Antioch,2400 Starlight Ln #164,94509,Condo,Price Change,"319,950",1981,2.0,2.0,944.0,944Sq Ft,,,3,59,57.0,No,"344,126"
606,CA,Contra-Costa-County,Antioch,5201 Feather Way,94531,Single Family Residential,New,"699,950",1998,4.0,2.0,2041.0,"2,041Sq Ft","7,500 Sq. Ft.",,5,34,34.0,Yes,"702,642"
607,CA,Contra-Costa-County,Discovery Bay,6887 New Melones Cir,94514,Single Family Residential,New,"749,000",2005,3.0,2.0,2033.0,"2,033Sq Ft","7,726 Sq. Ft.",,7,4,33.0,Yes,"754,901"
608,CA,Contra-Costa-County,Concord,1739 Agadir Ct,94518,Single Family Residential,Active,"985,000",1960,5.0,3.0,1813.0,"1,813Sq Ft","7,252 Sq. Ft.",,4,17,36.0,Yes,"991,501"
609,CA,Contra-Costa-County,Walnut Creek,631 Shadowhawk Dr #0,94595,Townhouse,Active,"1,865,000",1999,2.0,2.5,2246.0,"2,246Sq Ft",,,9,1,1.0,Yes,"1,867,442"
610,CA,Contra-Costa-County,Pittsburg,143 Navy St,94565,Single Family Residential,New,"648,000",1943,4.0,2.5,1548.0,"1,548Sq Ft","4,472 Sq. Ft.",,4,65,47.0,No,"645,609"
611,CA,Contra-Costa-County,Clayton,138 Mt Everest Ct,94517,Single Family Residential,New,"998,000",1977,5.0,2.5,2694.0,"2,694Sq Ft",0.30 Acres,,9,6,3.0,Yes,"1,015,633"
612,CA,Contra-Costa-County,Martinez,350 Lakehurst Dr,94553,Single Family Residential,Active,"795,000",1983,3.0,2.5,1382.0,"1,382Sq Ft","2,904 Sq. Ft.",,8,20,37.0,Yes,"813,347"
613,CA,Contra-Costa-County,Walnut Creek,111 Kelobra Ct,94598,Single Family Residential,New,"1,425,000",1965,4.0,2.0,1866.0,"1,866Sq Ft",0.52 Acres,,9,57,64.0,Yes,"1,435,044"
614,CA,Contra-Costa-County,Brentwood,1624 Regent Dr,94513,Single Family Residential,Active,"524,950",2001,2.0,2.0,1048.0,"1,048Sq Ft","4,921 Sq. Ft.",,9,7,40.0,Yes,"532,801"
615,CA,Contra-Costa-County,Clayton,1045 Pebble Beach Dr,94517,Single Family Residential,Active,"1,799,900",1998,5.0,4.5,4018.0,"4,018Sq Ft",0.26 Acres,,8,6,2.0,Yes,"1,811,626"
616,CA,Contra-Costa-County,Lafayette,1038 Leland Dr,94549,Single Family Residential,New,"1,325,000",1962,3.0,2.0,1240.0,"1,240Sq Ft",0.31 Acres,,9,23,16.0,Yes,"1,341,730"
617,CA,Contra-Costa-County,El Cerrito,7400 Cutting Blvd,94530,Single Family Residential,New,"1,718,000",1967,3.0,2.5,2404.0,"2,404Sq Ft","8,715 Sq. Ft.",,7,21,9.0,Yes,"1,928,922"
618,CA,Contra-Costa-County,Pittsburg,16 Petar Ln,94565,Single Family Residential,Price Change,"629,000",1976,4.0,2.0,1515.0,"1,515Sq Ft","6,400 Sq. Ft.",,5,21,41.0,Yes,"653,059"
619,CA,Contra-Costa-County,Richmond,1649 Aqua Vista Rd,94805,Single Family Residential,New,"895,000",1950,3.0,2.5,1708.0,"1,708Sq Ft","7,500 Sq. Ft.",,5,39,17.0,Yes,"1,000,026"
620,CA,Contra-Costa-County,Oakley,2537 Talaria Dr,94561,Single Family Residential,Back On Market,"649,999",2014,3.0,2.5,2279.0,"2,279Sq Ft","6,228 Sq. Ft.",,6,6,35.0,Yes,"655,836"
621,CA,Contra-Costa-County,Antioch,2833 Stamm Dr,94509,Single Family Residential,New,"525,000",1952,3.0,2.0,1780.0,"1,780Sq Ft","5,336 Sq. Ft.",,3,48,17.0,Yes,"525,920"
622,CA,Contra-Costa-County,Martinez,302 Warren St,94553,Single Family Residential,New,"575,000",1926,2.0,1.0,1008.0,"1,008Sq Ft","3,800 Sq. Ft.",,7,60,31.0,Yes,"581,910"
623,CA,Contra-Costa-County,Antioch,5069 Tehachapi Way,94531,Single Family Residential,New,"649,888",1994,3.0,2.0,1594.0,"1,594Sq Ft","5,428 Sq. Ft.",,5,39,22.0,Yes,"657,697"
624,CA,Contra-Costa-County,Richmond,3813 Northridge Dr,94806,Condo,Active,"489,000",1988,2.0,2.0,1319.0,"1,319Sq Ft",,,4,47,21.0,Yes,"495,154"
625,CA,Contra-Costa-County,Moraga,1800 Donald Dr,94556,Vacant Land,New,"299,900",1988,,,,0.29,0.29 Acres,,9,40,37.0,No,"284,405"
626,CA,Contra-Costa-County,Antioch,2405 Shadow Ln #87,94509,Condo,New,"289,000",1979,2.0,2.0,944.0,944Sq Ft,,,3,53,56.0,Yes,"289,735"
627,CA,Contra-Costa-County,Bay Point,Undisclosed Address,94565,Single Family Residential,New,"569,950",1970,4.0,2.0,1326.0,"1,326Sq Ft","6,300 Sq. Ft.",,4,57,64.0,Yes,"572,524"
628,CA,Contra-Costa-County,Concord,3348 Esperanza Dr,94519,Single Family Residential,Active,"724,000",1953,3.0,1.0,1169.0,"1,169Sq Ft","5,400 Sq. Ft.",,3,54,55.0,Yes,"726,515"
629,CA,Contra-Costa-County,Martinez,1150 Santa Fe Ave,94553,Single Family Residential,New,"649,950",1924,2.0,2.0,1225.0,"1,225Sq Ft","7,620 Sq. Ft.",,7,46,36.0,Yes,"657,724"
630,CA,Contra-Costa-County,Brentwood,562 Mandevilla,94513,Single Family Residential,Active,"919,999",2016,4.0,3.5,3134.0,"3,134Sq Ft","7,148 Sq. Ft.",,7,55,64.0,Yes,"934,651"
631,CA,Contra-Costa-County,Antioch,5127 Domengine Way,94531,Single Family Residential,New,"999,999",2000,5.0,3.0,3383.0,"3,383Sq Ft",0.30 Acres,,5,10,1.0,Yes,"1,013,863"
632,CA,Contra-Costa-County,Clayton,4725 Morgan Territory Rd,94517,Single Family Residential,New,"3,250,000",1971,5.0,4.5,4100.0,"4,100Sq Ft",1.35 Acres,,8,4,,Yes,"3,231,113"
633,CA,Contra-Costa-County,El Cerrito,2441 Mira Vista Dr,94530,Single Family Residential,Active,"1,195,000",1956,3.0,2.0,2117.0,"2,117Sq Ft","7,015 Sq. Ft.",,5,58,33.0,Yes,"1,353,656"
634,CA,Contra-Costa-County,San Pablo,1951 Espanola Dr,94806,Single Family Residential,New,"639,000",1959,3.0,2.0,1264.0,"1,264Sq Ft","7,800 Sq. Ft.",,4,35,17.0,Yes,"660,748"
635,CA,Contra-Costa-County,Walnut Creek,3183 Wayside Plz #207,94597,Condo,Active,"528,000",1985,2.0,2.0,1002.0,"1,002Sq Ft",,,5,61,72.0,Yes,"527,133"
636,CA,Contra-Costa-County,Concord,2161 Northwood Cir Unit E,94520,Townhouse,New,"425,000",1979,2.0,1.5,1000.0,"1,000Sq Ft",,,3,52,49.0,Yes,"424,334"
637,CA,Contra-Costa-County,Antioch,5475 Alvar Loop,94531,Single Family Residential,New,"800,000",2020,4.0,3.0,2339.0,"2,339Sq Ft","4,001 Sq. Ft.",,9,45,49.0,Yes,"812,163"
638,CA,Contra-Costa-County,Pleasant Hill,820 Golf Club Cir,94523,Single Family Residential,Active,"999,000",1953,5.0,3.0,1906.0,"1,906Sq Ft","4,032 Sq. Ft.",,9,14,42.0,No,"997,401"
639,CA,Contra-Costa-County,Martinez,101 Morning Glory Ln,94553,Single Family Residential,Active,"1,050,000",2001,5.0,3.0,2421.0,"2,421Sq Ft","4,400 Sq. Ft.",,8,48,45.0,Yes,"1,052,393"
640,CA,Contra-Costa-County,Bay Point,124 Maureen Cir #124,94565,Mobile/Manufactured Home,New,"150,000",2001,2.0,2.0,1344.0,"1,344Sq Ft",,,5,14,51.0,Yes,"150,102"
641,CA,Contra-Costa-County,WALNUT CREEK,2586 Oak Rd #132,94597,Condo,Active,"619,000",1994,2.0,2.0,1168.0,"1,168Sq Ft","1,168 Sq. Ft.",,9,46,68.0,Yes,"621,506"
642,CA,Contra-Costa-County,Pinole,2313 Orleans Dr,94564,Single Family Residential,New,"739,900",1954,4.0,2.0,1333.0,"1,333Sq Ft","5,096 Sq. Ft.",,5,69,64.0,Yes,"737,744"
643,CA,Contra-Costa-County,Walnut Creek,1246 Walker Ave #305,94596,Condo,New,"359,000",1971,1.0,1.0,490.0,490Sq Ft,,,9,87,76.0,Yes,"359,425"
644,CA,Contra-Costa-County,Richmond,704 Falcon Ct,94806,Single Family Residential,New,"735,000",2002,3.0,2.5,1655.0,"1,655Sq Ft","3,500 Sq. Ft.",,5,26,29.0,Yes,"744,608"
645,CA,Contra-Costa-County,Oakley,497 Vinewood Dr,94561-2254,Single Family Residential,New,"650,000",1986,3.0,3.0,1940.0,"1,940Sq Ft","10,287 Sq. Ft.",,6,28,53.0,Yes,"651,220"
646,CA,Contra-Costa-County,Rodeo,30 London Ln,94572,Single Family Residential,New,"1,249,000",2022,4.0,3.5,2996.0,"2,996Sq Ft","4,850 Sq. Ft.",,,4,8.0,Yes,
647,CA,Contra-Costa-County,Richmond,3423 Humphrey Ave,94804,Single Family Residential,Active,"915,000",1941,3.0,2.0,1685.0,"1,685Sq Ft","5,001 Sq. Ft.",,3,78,58.0,Yes,"941,651"
648,CA,Contra-Costa-County,Martinez,2520 Orange St,94553,Single Family Residential,Active,"619,000",1928,2.0,1.0,960.0,960Sq Ft,"5,201 Sq. Ft.",,8,40,18.0,No,"624,204"
649,CA,Contra-Costa-County,Concord,2831 Minert Rd,94518,Single Family Residential,New,"1,079,000",1967,4.0,2.0,1694.0,"1,694Sq Ft","6,000 Sq. Ft.",,5,36,48.0,Yes,"1,083,391"
650,CA,Contra-Costa-County,Martinez,2254 Hidden Lakes Ct,94553,Single Family Residential,New,"899,000",1976,3.0,2.5,1901.0,"1,901Sq Ft","5,900 Sq. Ft.",,8,26,58.0,Yes,
651,CA,Contra-Costa-County,Richmond,5104 Cypress Ave,94804,Single Family Residential,Active,"749,000",1962,4.0,2.0,1735.0,"1,735Sq Ft","4,410 Sq. Ft.",,5,75,77.0,Yes,"751,105"
652,CA,Contra-Costa-County,Richmond,358 S 23rd,94804,Single Family Residential,Active,"599,950",1942,2.0,2.0,1187.0,"1,187Sq Ft","4,500 Sq. Ft.",,2,77,62.0,Yes,"603,794"
653,CA,Contra-Costa-County,Alamo,100 Post Rd,94507-2619,Single Family Residential,New,"1,899,000",1963,4.0,3.0,2352.0,"2,352Sq Ft",0.50 Acres,,9,16,44.0,Yes,
654,CA,Contra-Costa-County,Walnut Creek,1200 Canyonwood Ct #6,94595,Co-op,New,"695,000",1967,2.0,2.0,1150.0,"1,150Sq Ft",,,9,5,,Yes,"694,748"
655,CA,Contra-Costa-County,San Ramon,2660 Shadow Mountain Dr,94583,Townhouse,Active,"899,000",1975,2.0,2.0,1427.0,"1,427Sq Ft","2,904 Sq. Ft.",,9,77,56.0,No,"898,374"
656,CA,Contra-Costa-County,Walnut Creek,2016 Pine Knoll Dr #2,94595,Co-op,New,"399,000",1965,2.0,1.5,1049.0,"1,049Sq Ft",,,9,20,7.0,No,"404,261"
657,CA,Contra-Costa-County,Antioch,5199 Ramsdell Ct,94531,Single Family Residential,New,"995,000",2001,5.0,3.0,3796.0,"3,796Sq Ft","10,320 Sq. Ft.",,5,2,,Yes,"1,027,770"
658,CA,Contra-Costa-County,Pittsburg,153 Shannon,94565,Mobile/Manufactured Home,Active,"159,900",2001,2.0,1.0,720.0,720Sq Ft,,,5,7,30.0,Yes,"160,645"
659,CA,Contra-Costa-County,Bethel Island,0 Gateway Rd,94511,Vacant Land,New,"533,000",2001,,,,6.00,6 Acres,,6,0,31.0,No,"531,655"
660,CA,Contra-Costa-County,Danville,360 Merrilee Pl,94526,Single Family Residential,Active,"2,789,000",1976,4.0,2.5,2820.0,"2,820Sq Ft",0.89 Acres,,9,7,5.0,Yes,"2,829,418"
661,CA,Contra-Costa-County,El Cerrito,1570 Regency Ct,94530,Vacant Land,Active,"598,000",1976,,,10000.0,"10,000Sq Ft (Lot)","10,000 Sq. Ft.",,7,20,14.0,No,"597,923"
662,CA,Contra-Costa-County,Concord,1264 Chelsea Way,94521,Single Family Residential,Active,"799,000",1971,3.0,2.0,1357.0,"1,357Sq Ft","8,000 Sq. Ft.",,5,33,39.0,Yes,"805,141"
663,CA,Contra-Costa-County,Antioch,2441 Silveria Way,94531,Single Family Residential,Active,"697,000",2000,4.0,2.5,2765.0,"2,765Sq Ft","6,519 Sq. Ft.",,5,19,16.0,Yes,"706,324"
664,CA,Contra-Costa-County,Walnut Creek,283 Castle Hill Ranch Rd,94595,Vacant Land,Price Change,"1,008,800",2000,,,,5.66,5.66 Acres,,9,0,1.0,No,"1,065,276"
665,CA,Contra-Costa-County,Pittsburg,8 Del Rio,94565,Mobile/Manufactured Home,Active,"269,999",2000,3.0,2.0,1430.0,"1,430Sq Ft",,,5,11,31.0,Yes,"268,396"
666,CA,Contra-Costa-County,Pinole,1789 Sarah Dr,94564,Single Family Residential,Active,"749,000",1961,3.0,2.0,1240.0,"1,240Sq Ft","6,299 Sq. Ft.",,5,65,29.0,Yes,"761,869"
667,CA,Contra-Costa-County,Walnut Creek,289 Lombardi Cir,94598,Single Family Residential,New,"3,645,000",1955,4.0,4.0,3689.0,"3,689Sq Ft",0.65 Acres,,9,9,11.0,Yes,"3,612,148"
668,CA,Contra-Costa-County,Concord,3112 Mount Diablo St,94518,Single Family Residential,New,"725,000",1954,3.0,2.0,1130.0,"1,130Sq Ft","5,060 Sq. Ft.",,5,49,76.0,Yes,"737,424"
669,CA,Contra-Costa-County,San Ramon,1672 Star Jasmine,94582,Single Family Residential,Active,"2,050,000",2004,3.0,2.5,2406.0,"2,406Sq Ft","7,100 Sq. Ft.",,8,36,45.0,Yes,"2,050,930"
670,CA,Contra-Costa-County,Danville,321 Mashona Ct,94506,Single Family Residential,New,"1,848,000",2014,4.0,2.5,2509.0,"2,509Sq Ft","7,134 Sq. Ft.",,9,6,17.0,Yes,"1,850,251"
671,CA,Contra-Costa-County,Antioch,1618 Wisner Dr,94509,Single Family Residential,New,"487,777",1940,2.0,2.0,1231.0,"1,231Sq Ft","4,000 Sq. Ft.",,3,82,60.0,Yes,"491,070"
672,CA,Contra-Costa-County,Walnut Creek,1405 Marchbanks Dr #3,94598,Condo,New,"550,000",1972,2.0,2.0,950.0,950Sq Ft,,,9,53,48.0,Yes,"549,931"
673,CA,Contra-Costa-County,Walnut Creek,1315 Alma Ave #354,94596,Condo,Active,"759,000",2002,2.0,2.0,1004.0,"1,004Sq Ft",,,9,88,51.0,Yes,"758,400"
674,CA,Contra-Costa-County,Pleasant Hill,352 Scarlet Oak Ct,94523-1243,Single Family Residential,Active,"995,000",1988,4.0,2.5,1718.0,"1,718Sq Ft","5,000 Sq. Ft.",,8,52,56.0,Yes,"1,015,597"
675,CA,Contra-Costa-County,Antioch,5132 Carriage Way,94531,Single Family Residential,New,"690,000",1990,4.0,3.0,2485.0,"2,485Sq Ft","8,715 Sq. Ft.",,5,7,19.0,Yes,"691,302"
676,CA,Contra-Costa-County,Antioch,4420 Belvedere Way,94509,Single Family Residential,Active,"799,000",1993,4.0,3.0,2701.0,"2,701Sq Ft","10,498 Sq. Ft.",,5,30,50.0,Yes,"805,802"
677,CA,Contra-Costa-County,WALNUT CREEK,420 N Civic Dr #103,94596,Condo,Active,"425,000",1972,2.0,2.0,1023.0,"1,023Sq Ft",,,9,42,67.0,Yes,"425,501"
678,CA,Contra-Costa-County,Orinda,110 Leslee Ln,94563,Single Family Residential,New,"2,495,000",1975,5.0,3.0,3058.0,"3,058Sq Ft",0.45 Acres,,9,7,30.0,Yes,"2,594,647"
679,CA,Contra-Costa-County,Walnut Creek,3170 Lippizaner Ln,94598,Townhouse,Active,"995,000",1976,3.0,2.0,1892.0,"1,892Sq Ft","4,950 Sq. Ft.",,9,8,43.0,Yes,"995,815"
680,CA,Contra-Costa-County,Brentwood,931 Suntan Ln,94513,Single Family Residential,New,"765,000",2004,2.0,2.5,2384.0,"2,384Sq Ft","7,848 Sq. Ft.",,9,10,45.0,Yes,"786,411"
681,CA,Contra-Costa-County,Oakley,12 Privet Ct,94561,Single Family Residential,Price Change,"990,000",2007,5.0,3.5,4086.0,"4,086Sq Ft","8,000 Sq. Ft.",,7,20,39.0,Yes,"1,041,139"
682,CA,Contra-Costa-County,Antioch,1212 Oak Haven Way,94531,Single Family Residential,Active,"759,000",2000,4.0,2.5,2369.0,"2,369Sq Ft","8,905 Sq. Ft.",,5,7,1.0,Yes,"765,321"
683,CA,Contra-Costa-County,Concord,5213 Olive Dr,94521,Single Family Residential,New,"949,000",1948,4.0,2.0,2010.0,"2,010Sq Ft",0.36 Acres,,6,15,37.0,Yes,"956,403"
684,CA,Contra-Costa-County,Pacheco,344 Via Peralta #41,94553-5271,Mobile/Manufactured Home,New,"325,000",1948,3.0,2.0,1576.0,"1,576Sq Ft",,,8,5,36.0,Yes,"323,871"
685,CA,Contra-Costa-County,Orinda,151 Canon Dr,94563,Single Family Residential,Active,"2,495,000",1936,5.0,4.5,3769.0,"3,769Sq Ft",0.67 Acres,,9,33,37.0,Yes,"2,550,001"
686,CA,Contra-Costa-County,Discovery Bay,2015 Cypress Pt,94505,Single Family Residential,New,"3,700,000",2022,4.0,4.5,4022.0,"4,022Sq Ft","8,760 Sq. Ft.",,7,15,28.0,Yes,"3,692,017"
687,CA,Contra-Costa-County,Danville,24 Way Points Rd,94526,Single Family Residential,New,"2,498,000",1941,2.0,2.0,2603.0,"2,603Sq Ft",1.62 Acres,,9,5,5.0,No,"2,487,826"
688,CA,Contra-Costa-County,Walnut Creek,1435 Marchbanks Dr #5,94598,Condo,Active,"370,000",1972,1.0,1.0,550.0,550Sq Ft,,,9,36,44.0,No,"370,704"
689,CA,Contra-Costa-County,Dublin,8051 Crossridge Rd,94568-3496,Single Family Residential,New,"1,649,000",1988,5.0,2.5,2487.0,"2,487Sq Ft","5,666 Sq. Ft.",,9,12,40.0,Yes,"1,665,235"
690,CA,Contra-Costa-County,Walnut Creek,2366 Parish Dr,94598-1535,Single Family Residential,New,"1,222,222",1965,4.0,2.5,1941.0,"1,941Sq Ft","10,200 Sq. Ft.",,7,57,85.0,Yes,"1,257,501"
691,CA,Contra-Costa-County,Oakley,4076 Mellowood Dr,94561,Single Family Residential,New,"609,000",1985,4.0,3.0,1940.0,"1,940Sq Ft","9,919 Sq. Ft.",,6,31,59.0,Yes,"607,846"
692,CA,Contra-Costa-County,Brentwood,601 Wassen Ct,94513,Single Family Residential,Active,"950,000",2000,5.0,3.0,2800.0,"2,800Sq Ft","10,000 Sq. Ft.",,9,26,55.0,Yes,"952,702"
693,CA,Contra-Costa-County,Walnut Creek,1416 Canyonwood Ct #1,94595,Co-op,Active,"249,000",1961,1.0,1.0,733.0,733Sq Ft,,,9,5,,Yes,
694,CA,Contra-Costa-County,Antioch,4600 Goldcrest Way,94531,Single Family Residential,Active,"550,000",1988,3.0,2.0,1310.0,"1,310Sq Ft","5,658 Sq. Ft.",,5,35,57.0,Yes,"553,578"
695,CA,Contra-Costa-County,Walnut Creek,40 Iris Ln,94595,Single Family Residential,New,"1,859,000",1952,4.0,4.0,2092.0,"2,092Sq Ft","10,200 Sq. Ft.",,9,48,44.0,Yes,"1,863,406"
696,CA,Contra-Costa-County,Pittsburg,49 Manville Ave,94565,Single Family Residential,New,"469,000",1941,2.0,1.0,922.0,922Sq Ft,"5,000 Sq. Ft.",,4,83,52.0,Yes,"473,793"
697,CA,Contra-Costa-County,Diablo,1564 Avenida Nueva,94528,Single Family Residential,Active,"2,400,000",1946,4.0,2.5,1898.0,"1,898Sq Ft",0.48 Acres,,9,9,6.0,Yes,
698,CA,Contra-Costa-County,San Ramon,149 lyndhurst Pl,94583,Single Family Residential,Active,"2,999,888",2001,5.0,5.5,5034.0,"5,034Sq Ft",0.31 Acres,,9,0,184.0,Yes,"3,039,030"
699,CA,Contra-Costa-County,Pleasant Hill,1998 Pleasant Hill Rd,94523,Single Family Residential,Active,"997,000",1947,3.0,2.0,1498.0,"1,498Sq Ft","8,800 Sq. Ft.",,8,46,66.0,Yes,"1,002,914"
700,CA,Contra-Costa-County,Antioch,3620 Freedom,94509,Single Family Residential,Active,"698,000",1989,4.0,3.0,2135.0,"2,135Sq Ft","4,769 Sq. Ft.",,3,26,54.0,Yes,
701,CA,Contra-Costa-County,Walnut Creek,1983 Olmo Way,94598,Townhouse,New,"739,000",1973,2.0,2.5,1227.0,"1,227Sq Ft","1,044 Sq. Ft.",,9,67,86.0,Yes,"753,740"
702,CA,Contra-Costa-County,Oakley,77 Ottawa,94561,Mobile/Manufactured Home,Active,"118,000",1973,2.0,1.0,800.0,800Sq Ft,,,5,67,46.0,Yes,"117,908"
703,CA,Contra-Costa-County,Concord,2127 La Orinda Pl,94518,Single Family Residential,Active,"999,999",1975,4.0,2.5,2010.0,"2,010Sq Ft","7,875 Sq. Ft.",,4,51,47.0,Yes,"1,036,433"
704,CA,Contra-Costa-County,San Pablo,2670 Dundee Rd,94806,Single Family Residential,Active,"749,500",1955,3.0,2.0,1680.0,"1,680Sq Ft","6,000 Sq. Ft.",,5,31,14.0,Yes,"763,315"
705,CA,Contra-Costa-County,Concord,4219 Cowell Rd,94518,Single Family Residential,Active,"809,950",1956,3.0,2.0,1758.0,"1,758Sq Ft","7,200 Sq. Ft.",,6,52,37.0,Yes,"828,502"
706,CA,Contra-Costa-County,Walnut Creek,2630 San Carlos Dr,94598,Single Family Residential,New,"1,575,000",1959,4.0,2.0,1663.0,"1,663Sq Ft",0.29 Acres,,9,54,58.0,Yes,"1,594,571"
707,CA,Contra-Costa-County,San Ramon,2213 Dewberry Dr,94582,Single Family Residential,Active,"1,600,000",1998,3.0,2.5,1971.0,"1,971Sq Ft","5,363 Sq. Ft.",,8,28,16.0,Yes,"1,618,458"
708,CA,Contra-Costa-County,Oakland,6701 Elverton Dr,94611,Single Family Residential,New,"2,475,000",2007,4.0,4.5,5531.0,"5,531Sq Ft",0.33 Acres,,8,1,17.0,Yes,"2,850,506"
709,CA,Contra-Costa-County,Orinda,1000 Fish Ranch Rd,94563,Vacant Land,New,"999,000",2007,,,,5.16,5.16 Acres,,9,0,21.0,No,"1,083,532"
710,CA,Contra-Costa-County,Walnut Creek,2525 Golden Rain Rd #1,94595,Co-op,New,"648,800",1965,2.0,2.0,1150.0,"1,150Sq Ft",,,9,8,7.0,Yes,"661,748"
711,CA,Contra-Costa-County,Richmond,4796 Bruno Rd,94803,Single Family Residential,New,"1,198,000",1989,3.0,2.5,2520.0,"2,520Sq Ft",0.51 Acres,,4,24,15.0,Yes,"1,198,810"
712,CA,Contra-Costa-County,Pleasant Hill,30 Greendell Pl,94523,Single Family Residential,Active,"1,250,000",1969,4.0,2.5,2136.0,"2,136Sq Ft",0.32 Acres,,9,13,25.0,Yes,"1,280,204"
713,CA,Contra-Costa-County,Antioch,4605 Knollpark Cir,94531,Single Family Residential,Active,"658,000",1989,4.0,2.5,1813.0,"1,813Sq Ft","6,252 Sq. Ft.",,5,42,61.0,Yes,
714,CA,Contra-Costa-County,Oakley,721 Almond Dr,94561,Single Family Residential,Price Change,"645,000",1982,4.0,2.5,1872.0,"1,872Sq Ft","6,565 Sq. Ft.",,6,35,54.0,Yes,"647,356"
715,CA,Contra-Costa-County,Lafayette,607 Laird Ln,94549,Single Family Residential,New,"1,225,000",1968,4.0,3.0,2263.0,"2,263Sq Ft","10,000 Sq. Ft.",,7,13,10.0,Yes,"1,228,082"
716,CA,Contra-Costa-County,Clayton,24 Mt Wilson Way,94517,Single Family Residential,Active,"749,950",1973,2.0,2.5,1378.0,"1,378Sq Ft","1,200 Sq. Ft.",,8,37,20.0,Yes,"764,366"
717,CA,Contra-Costa-County,Antioch,44 Bryan Ave,94509,Single Family Residential,Active,"499,000",1953,3.0,2.0,1022.0,"1,022Sq Ft","5,702 Sq. Ft.",,3,67,50.0,Yes,
718,CA,Contra-Costa-County,Pleasant Hill,1724 Mary Dr,94523,Single Family Residential,Active,"1,275,000",1951,4.0,3.0,2321.0,"2,321Sq Ft","8,800 Sq. Ft.",,8,41,71.0,Yes,"1,285,204"
719,CA,Contra-Costa-County,Lafayette,6 Tofflemire Dr,94549,Single Family Residential,New,"5,500,000",2006,5.0,5.0,8080.0,"8,080Sq Ft",1.13 Acres,,9,4,30.0,Yes,
720,CA,Contra-Costa-County,Pittsburg,135 W 8th St,94565,Single Family Residential,Active,"479,000",1918,3.0,1.0,1183.0,"1,183Sq Ft","3,963 Sq. Ft.",,4,85,55.0,Yes,"480,176"
721,CA,Contra-Costa-County,Martinez,1612 Ashwood Dr,94553,Townhouse,New,"475,000",1975,3.0,2.5,1338.0,"1,338Sq Ft","1,128 Sq. Ft.",,8,15,35.0,Yes,"480,362"
722,CA,Contra-Costa-County,Concord,1370 Swallowtail Rd,94521,Single Family Residential,Active,"890,000",1976,3.0,2.0,1506.0,"1,506Sq Ft","6,100 Sq. Ft.",,6,10,49.0,Yes,"923,169"
723,CA,Contra-Costa-County,Antioch,5108 Adriana Ct,94531,Single Family Residential,New,"739,900",1996,5.0,3.0,2351.0,"2,351Sq Ft","6,110 Sq. Ft.",,5,62,34.0,Yes,"749,625"
724,CA,Contra-Costa-County,Richmond,3200 Rheem Ave,94804,Single Family Residential,Active,"449,000",1943,3.0,1.0,1950.0,"1,950Sq Ft","4,051 Sq. Ft.",,3,76,56.0,Yes,"460,988"
725,CA,Contra-Costa-County,Crockett,530 Alhambra St,94525,Single Family Residential,New,"795,000",1900,5.0,3.0,2268.0,"2,268Sq Ft","5,000 Sq. Ft.",,6,43,17.0,No,"818,231"
726,CA,Contra-Costa-County,Brentwood,508 Encore Way,94513,Single Family Residential,Active,"624,988",2002,2.0,2.0,1598.0,"1,598Sq Ft","4,844 Sq. Ft.",,9,22,52.0,Yes,"628,739"
727,CA,Contra-Costa-County,San Pablo,2081 Southwood Dr,94806,Single Family Residential,Active,"733,000",2002,4.0,2.0,1441.0,"1,441Sq Ft","7,000 Sq. Ft.",,5,25,32.0,Yes,
728,CA,Contra-Costa-County,Walnut Creek,300 Fenway Dr,94598,Single Family Residential,Active,"1,749,000",1960,4.0,2.0,2504.0,"2,504Sq Ft",0.32 Acres,,9,49,86.0,Yes,"1,834,427"
729,CA,Contra-Costa-County,Orinda,40 Via Floreado,94563,Single Family Residential,New,"2,150,000",1926,5.0,3.5,2516.0,"2,516Sq Ft",0.50 Acres,,9,1,4.0,Yes,"2,152,108"
730,CA,Contra-Costa-County,Concord,3051 Treat Blvd #138,94518,Condo,Active,"320,000",1971,1.0,1.0,730.0,730Sq Ft,,,5,69,70.0,No,"319,655"
