State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
Ca,San-mateo-county,Daly city,1604 edgeworth ave,94015,Single family residential,Active,1728000.0,2017,4.0,3.0,2095.0,2095.0,220.0,7,78,28.0,Yes,1720976.0
Ca,San-mateo-county,Redwood city,991 round hill rd,94061,Single family home,Active,2600000.0,1957,5.0,2.0,2490.0,10890.0,0.0,8,18,31.0,Yes,2617153.0
Ca,San-mateo-county,Half moon bay,2161 saint andrews rd,94019,Single family home,Active,1995000.0,1977,4.0,3.0,3190.0,13503.6,25.0,6,13,58.0,Yes,2033726.0
Ca,San-mateo-county,Redwood city,190 opal ave,94062,Single family home,Active,2850000.0,1941,3.0,3.0,2055.0,7205.0,0.0,9,48,66.0,Yes,2854803.0
Ca,San-mateo-county,Half moon bay,403 metzgar st,94019,Single family home,Active,1449000.0,1971,4.0,2.0,1690.0,6760.0,0.0,6,45,78.0,Yes,1470409.0
Ca,San-mateo-county,Foster city,954 diaz ln,94404,Townhouse,Active,1499000.0,1975,3.0,2.5,1380.0,1550.0,225.0,9,64,56.0,Yes,1497608.0
Ca,San-mateo-county,Pacifica,252 clarendon rd,94044,Single family residential,Active,799000.0,1980,1.0,1.0,810.0,5130.0,0.0,7,75,28.0,No,804631.0
Ca,San-mateo-county,Pacifica,269 catalina ave,94044,Single family home,Active,1289000.0,1964,4.0,2.0,1575.0,4000.0,3.0,7,45,20.0,Yes,1305598.0
Ca,San-mateo-county,Burlingame,40 bloomfield rd,94010,Single family home,Active,2980000.0,1915,5.0,4.0,3380.0,5800.0,0.0,9,87,74.0,Yes,2983344.0
Ca,San-mateo-county,Foster city,153 beach park blvd,94404,Single family home,Active,1898800.0,1969,4.0,2.5,2000.0,5700.0,0.0,9,48,77.0,Yes,1894512.0
Ca,San-mateo-county,Pacifica,741 rockaway beach ave,94044,Single family home,Active,2650000.0,1978,5.0,3.0,3650.0,11761.2,0.0,7,33,8.0,Yes,2680045.0
Ca,San-mateo-county,San mateo,3090 los prados st #20,94403,Condo,Active,689000.0,1966,2.0,2.0,900.0,11761.2,428.0,7,36,81.0,Yes,694581.0
Ca,San-mateo-county,San mateo,670 30th ave,94403,Single family home,Active,2295000.0,1946,4.0,4.0,2210.0,5400.0,0.0,7,43,37.0,Yes,0.0
Ca,San-mateo-county,Burlingame,5 el quanito way,94010,Single family residential,Active,2498000.0,1959,4.0,4.0,2200.0,16988.4,0.0,9,16,7.0,Yes,2563376.0
Ca,San-mateo-county,Pacifica,590 ridgeway dr,94044,Single family home,Active,1598000.0,1957,3.0,2.0,1816.0,6120.0,0.0,7,29,12.0,Yes,1607676.0
Ca,San-mateo-county,San mateo,826 w grant pl,94402,Single family home,Active,1998800.0,1939,4.0,2.0,1760.0,6400.0,0.0,8,77,85.0,Yes,2079978.0
Ca,San-mateo-county,Redwood city,948 fulton st,94061,Single family home,Active,1590000.0,1908,3.0,2.0,1622.0,5928.0,0.0,9,73,64.0,No,1591345.0
Ca,San-mateo-county,Burlingame,1515 columbus ave,94010,Single family home,Active,2825000.0,1928,3.0,2.0,2050.0,6100.0,0.0,9,47,44.0,Yes,2935883.0
Ca,San-mateo-county,San carlos,290 oakview dr,94070,Single family home,Active,3149000.0,2008,4.0,3.0,2590.0,6950.0,0.0,9,9,26.0,Yes,3221481.0
Ca,San-mateo-county,Daly city,334 bellevue ave,94014-1306,Single family residential,Active,1100000.0,1954,3.0,2.0,1170.0,1375.0,0.0,7,76,26.0,Yes,1138995.0
Ca,San-mateo-county,San mateo,224 n humboldt st,94401,Single family home,Active,1199000.0,1945,2.0,1.0,990.0,4000.0,0.0,7,83,73.0,Yes,1222767.0
Ca,San-mateo-county,Menlo park,1111 madera ave,94025,Single family home,Active,1175000.0,1950,4.0,2.0,1180.0,5750.0,0.0,7,66,77.0,No,1172573.0
Ca,San-mateo-county,San mateo,205 ramona st,94401,Single family residential,Active,899000.0,1925,3.0,2.0,1110.0,5175.0,0.0,7,95,78.0,Yes,933556.0
Ca,San-mateo-county,Pacifica,131 eastridge cir,94044,Single family residential,Active,1188000.0,1966,4.0,2.0,1470.0,4000.0,3.0,7,54,38.0,Yes,1274160.0
Ca,San-mateo-county,San mateo,111 waters park cir,94403,Townhouse,New,1724990.0,2022,4.0,3.5,2088.0,4000.0,350.0,7,48,75.0,Yes,1713331.0
Ca,San-mateo-county,Burlingame,723 winchester dr,94010,Single family residential,Active,2550000.0,1928,4.0,2.0,2235.0,6000.0,0.0,9,77,78.0,Yes,0.0
Ca,San-mateo-county,San mateo,626 mariners island blvd #205,94404,Condo,Active,618888.0,1968,1.0,1.0,726.0,6000.0,464.0,8,55,73.0,Yes,624036.0
Ca,San-mateo-county,San mateo,3401 shasta dr,94403,Single family home,Active,1849998.0,1970,3.0,2.0,1830.0,9450.0,0.0,7,40,17.0,Yes,1854966.0
Ca,San-mateo-county,Pacifica,1199 oddstad blvd,94044,Townhouse,Active,799000.0,1973,2.0,1.5,980.0,850.0,409.0,7,12,6.0,Yes,820244.0
Ca,San-mateo-county,East palo alto,820 weeks st,94303,Single family residential,New,1279888.0,1926,4.0,2.0,2113.0,6840.0,0.0,7,74,79.0,Yes,1287576.0
Ca,San-mateo-county,Redwood city,308 northumberland ave,94061,Townhouse,Active,1328000.0,1987,3.0,2.5,1585.0,1028.0,440.0,6,79,75.0,Yes,1339429.0
Ca,San-mateo-county,Brisbane,129 alvarado st,94005,Single family home,Active,899000.0,1929,2.0,1.0,690.0,2500.0,0.0,7,80,46.0,Yes,909627.0
Ca,San-mateo-county,South san francisco,761 miller ave,94080,Single family home,Active,1649000.0,1926,4.0,2.0,2241.0,5600.0,0.0,5,65,51.0,Yes,1651991.0
Ca,San-mateo-county,Redwood city,1090 main st #302,94063,Condo,Active,595000.0,1983,1.0,1.0,680.0,5600.0,491.0,9,98,86.0,No,597913.0
Ca,San-mateo-county,Belmont,2009 monroe ave,94002,Single family home,Active,2698828.0,1962,5.0,3.0,2410.0,4000.0,0.0,9,25,18.0,Yes,2723652.0
Ca,San-mateo-county,San carlos,1 elm st #101,94070,Condo,Active,945000.0,1981,2.0,2.0,1180.0,17424.0,480.0,9,80,36.0,Yes,941573.0
Ca,San-mateo-county,Belmont,2102 cipriani blvd,94002,Single family home,Active,2088000.0,1965,3.0,2.0,2280.0,6490.0,0.0,9,35,20.0,Yes,2196158.0
Ca,San-mateo-county,Daly city,69 w cavour st,94014,Single family residential,New,1100000.0,1931,2.0,1.0,1150.0,2700.0,0.0,7,90,43.0,Yes,1106046.0
Ca,San-mateo-county,Belmont,1702 valley view ave,94002,Single family home,Active,2588000.0,1978,3.0,3.5,2490.0,9400.0,0.0,9,10,18.0,Yes,2615832.0
Ca,San-mateo-county,South san francisco,3749 brunswick ct,94080,Single family home,Active,1249000.0,1970,4.0,2.0,1820.0,2500.0,0.0,7,65,30.0,Yes,1288770.0
Ca,San-mateo-county,San mateo,614 joanne dr,94402,Single family home,Active,1798000.0,1955,3.0,2.0,1400.0,5005.0,0.0,8,73,83.0,Yes,1818044.0
Ca,San-mateo-county,Millbrae,1212 hillcrest blvd,94030,Single family home,Active,2280000.0,1941,4.0,3.0,2423.0,5544.0,0.0,9,11,11.0,Yes,2378539.0
Ca,San-mateo-county,San mateo,519 sylvan ave,94403,Single family home,Active,2850888.0,1941,4.0,4.0,2382.0,5550.0,0.0,7,56,52.0,Yes,2756198.0
Ca,San-mateo-county,San mateo,212 huron ave,94401,Single family home,Active,1450000.0,1949,3.0,2.0,1120.0,5500.0,0.0,7,60,72.0,Yes,1476235.0
Ca,San-mateo-county,San bruno,282 carlton ave,94066,Single family residential,Active,1090000.0,1926,2.0,1.0,1020.0,2000.0,0.0,6,94,61.0,No,1083042.0
Ca,San-mateo-county,Burlingame,1305 bernal ave,94010,Single family home,Active,2148000.0,1926,3.0,1.0,1690.0,5400.0,0.0,9,70,58.0,Yes,2129546.0
Ca,San-mateo-county,Redwood city,3499 e bayshore rd #114,94063,Single-wide mobile home,Active,180000.0,1961,4.0,1.0,500.0,4910.0,0.0,7,43,54.0,No,178503.0
Ca,San-mateo-county,San bruno,3695 sunset dr,94066,Single family home,Active,1699000.0,1959,4.0,3.0,1559.0,5000.0,0.0,7,7,9.0,Yes,1732973.0
Ca,San-mateo-county,Redwood city,505-507 sequoia ave,94061,Single family home,Active,2495000.0,1915,4.0,3.5,2326.0,10400.0,0.0,6,41,51.0,Yes,2581326.0
Ca,San-mateo-county,East palo alto,311 wisteria dr,94303,Single family home,Active,1299000.0,1951,6.0,3.0,2541.0,5000.0,0.0,7,43,70.0,Yes,1312529.0
Ca,San-mateo-county,Pacifica,548 inverness dr,94044,Single family home,Active,1298000.0,1955,4.0,2.0,1780.0,5000.0,0.0,7,42,12.0,Yes,1308995.0
Ca,San-mateo-county,Millbrae,20 el bonito way,94030,Single family home,Active,1898000.0,1941,3.0,2.0,1830.0,8632.0,0.0,9,21,10.0,Yes,1946108.0
Ca,San-mateo-county,San bruno,1711 crestwood dr,94066,Single family residential,Active,1199000.0,1964,3.0,1.5,1241.0,6300.0,0.0,6,20,14.0,Yes,1234423.0
Ca,San-mateo-county,Pacifica,1089 grand teton dr,94044,Single family home,Active,1498000.0,1967,3.0,2.0,1450.0,6144.0,0.0,7,28,12.0,Yes,1599821.0
Ca,San-mateo-county,Millbrae,330 marcella way,94030,Single family home,Active,1950000.0,1955,3.0,2.0,1440.0,8400.0,0.0,9,46,39.0,Yes,1971180.0
Ca,San-mateo-county,Millbrae,301 san pablo ave,94030,Single family home,Active,1398000.0,1952,3.0,1.0,1140.0,5000.0,0.0,9,79,74.0,Yes,1421808.0
Ca,San-mateo-county,Redwood city,3940 brookline way,94062,Single family home,Active,2399000.0,1948,3.0,3.0,1935.0,7480.0,0.0,8,16,22.0,Yes,2509992.0
Ca,San-mateo-county,Redwood city,872 chesterton ave,94061,Single family home,Active,1998000.0,1972,4.0,2.0,1420.0,7670.0,0.0,8,60,56.0,Yes,2027649.0
Ca,San-mateo-county,Menlo park,1437 chilco st,94025,Single family home,Active,1207000.0,1954,3.0,1.0,910.0,5000.0,0.0,7,51,79.0,Yes,1203569.0
Ca,San-mateo-county,Colma,460 e st,94014,Multi-family (2-4 unit),Active,1450000.0,1902,4.0,3.0,2700.0,6700.0,0.0,7,76,43.0,Yes,1440219.0
Ca,San-mateo-county,San mateo,1574 parrott dr,94402,Single family home,Active,2450000.0,1953,4.0,2.5,1970.0,8000.0,0.0,8,29,18.0,Yes,2487453.0
Ca,San-mateo-county,Menlo park,520 kenwood dr,94025,Single family home,Active,2075000.0,1945,2.0,1.0,1050.0,5035.0,0.0,9,91,95.0,Yes,2174249.0
Ca,San-mateo-county,San bruno,2120 valleywood dr,94066,Single family home,Active,1388000.0,1956,3.0,2.0,1140.0,4950.0,0.0,6,24,7.0,Yes,0.0
Ca,San-mateo-county,Menlo park,307 concord dr,94025,Single family home,Active,2900000.0,1948,5.0,3.0,2270.0,5720.0,0.0,8,67,88.0,Yes,2980225.0
Ca,San-mateo-county,San mateo,1149 yates way,94403,Townhouse,Active,1288000.0,2001,2.0,2.5,1254.0,14374.800000000001,299.0,7,67,83.0,Yes,1299227.0
Ca,San-mateo-county,Burlingame,900 paloma ave,94010,Single family home,Active,2495000.0,1925,2.0,1.0,1290.0,12196.800000000001,0.0,9,82,76.0,Yes,2498838.0
Ca,San-mateo-county,San mateo,6 fairoaks ct,94403,Single family residential,Active,2888000.0,1959,3.0,3.0,2420.0,10890.0,0.0,7,64,32.0,Yes,2936403.0
Ca,San-mateo-county,San bruno,721 green ave,94066,Single family home,Active,1029000.0,1931,2.0,1.0,1110.0,2500.0,0.0,6,95,58.0,Yes,1057939.0
Ca,San-mateo-county,San mateo,262 waters park cir,94403,Condo,New,1401275.0,2021,2.0,2.5,1449.0,2500.0,359.0,7,42,71.0,Yes,1393844.0
Ca,San-mateo-county,South san francisco,865 baden ave,94080,Multi-family (2-4 unit),Active,1498000.0,1944,4.0,1.0,1680.0,6300.0,0.0,5,75,59.0,No,1436296.0
Ca,San-mateo-county,Pacifica,1425 terra nova blvd,94044,Townhouse,Active,625000.0,1972,2.0,1.5,900.0,705.0,350.0,7,35,14.0,Yes,641515.0
Ca,San-mateo-county,San mateo,488 fathom dr,94404,Single family home,Active,1988000.0,1968,4.0,3.0,1880.0,2350.0,175.0,8,33,70.0,Yes,1976544.0
Ca,San-mateo-county,San carlos,1574 gover ln,94070,Single family home,Active,2585000.0,1951,4.0,2.5,1756.0,5650.0,0.0,9,77,61.0,Yes,0.0
Ca,San-mateo-county,Half moon bay,104 carnoustie dr,94019,Single family home,Active,2575000.0,2013,4.0,3.0,3220.0,7296.0,150.0,6,6,57.0,Yes,0.0
Ca,San-mateo-county,Daly city,147 knowles ave,94014,Single family home,Active,998000.0,1906,3.0,2.0,1250.0,2500.0,0.0,7,91,40.0,Yes,1007434.0
Ca,San-mateo-county,San carlos,657 walnut st #434,94070,Condo,Active,1599000.0,2020,3.0,2.0,1497.0,1492.0,525.0,9,97,74.0,Yes,1594576.0
Ca,San-mateo-county,San bruno,162-164 oxford ln,94066,Duplex,Active,1845000.0,1966,6.0,4.0,4090.0,2805.0,108.0,7,15,31.0,Yes,0.0
Ca,San-mateo-county,Menlo park,1990 sharon rd,94025,Single family home,Active,2750000.0,1948,3.0,2.0,1766.0,7590.0,0.0,8,50,74.0,No,2771643.0
Ca,San-mateo-county,Burlingame,1416 edgehill dr,94010,Single family home,Active,2498000.0,1917,4.0,2.5,2950.0,5904.0,0.0,9,81,80.0,Yes,2512390.0
Ca,San-mateo-county,San bruno,3790 fleetwood dr,94066,Single family home,Active,1298000.0,1963,3.0,3.0,1400.0,5000.0,0.0,8,43,18.0,Yes,1386760.0
Ca,San-mateo-county,Half moon bay,2044 touraine ln,94019,Single family home,Active,1999000.0,1973,4.0,3.0,2710.0,8575.0,0.0,6,12,57.0,Yes,2053173.0
Ca,San-mateo-county,Half moon bay,120 coronado ave,94019,Single family home,Active,3175000.0,2007,4.0,3.0,2264.0,4400.0,0.0,6,34,46.0,Yes,3161709.0
Ca,San-mateo-county,South san francisco,436 yellowstone dr,94080,Single family residential,Active,1425000.0,1959,3.0,2.0,1340.0,5880.0,0.0,6,11,11.0,Yes,1437896.0
Ca,San-mateo-county,Pacifica,628 linda mar blvd,94044,Single family home,Active,995000.0,1954,3.0,1.0,1040.0,5000.0,0.0,7,67,65.0,Yes,1047744.0
Ca,San-mateo-county,San mateo,1761 klamath ave,94403,Single family home,Active,1278000.0,1955,3.0,2.5,1222.0,5782.0,0.0,8,42,71.0,Yes,1343102.0
Ca,San-mateo-county,Redwood city,1650 - 1652 kansas st,94061,Multi-family (2-4 unit),Active,1950000.0,1971,5.0,4.0,3540.0,6000.0,0.0,6,67,62.0,Yes,1948315.0
Ca,San-mateo-county,Burlingame,1472 cortez ave,94010,Single family home,Active,2698000.0,1924,3.0,2.0,1996.0,6000.0,0.0,9,67,65.0,No,2836383.0
Ca,San-mateo-county,El granada,454 sevilla ave,94018,Single family home,Active,2460000.0,2003,3.0,2.5,2693.0,5824.0,0.0,6,36,17.0,Yes,2449858.0
Ca,San-mateo-county,San bruno,6257 shelter creek ln,94066,Condo,Active,410000.0,1972,0.0,1.0,490.0,5824.0,391.0,7,45,18.0,No,409501.0
Ca,San-mateo-county,San carlos,132 winding way,94070,Single family home,Active,1988000.0,1947,3.0,1.0,1845.0,5073.0,0.0,9,22,12.0,No,1990872.0
Ca,San-mateo-county,Pacifica,175 beachview ave,94044,Single family residential,Active,1288888.0,1964,4.0,2.5,1610.0,5880.0,0.0,7,35,20.0,Yes,1309805.0
Ca,San-mateo-county,San carlos,1022 alameda de las pulgas,94070,Single family home,Active,2650000.0,1952,4.0,2.0,1849.0,6144.0,0.0,9,21,35.0,Yes,2663400.0
Ca,San-mateo-county,San carlos,6 coleman ct,94070,Single family home,Active,2100000.0,1961,3.0,2.0,1720.0,13068.0,0.0,9,26,22.0,Yes,2165712.0
Ca,San-mateo-county,Daly city,932 gellert blvd,94015,Single family home,Active,1298000.0,1972,3.0,3.0,1640.0,3135.0,0.0,7,55,28.0,Yes,1313505.0
Ca,San-mateo-county,Daly city,1516 annie st,94015,Single family residential,Active,1399000.0,2016,4.0,3.0,1890.0,3013.0,202.0,7,84,43.0,Yes,0.0
Ca,San-mateo-county,Foster city,130 cityhomes ln,94404,Townhouse,Active,1325000.0,1987,2.0,2.5,1530.0,920.0,475.0,7,77,68.0,Yes,1374602.0
Ca,San-mateo-county,Menlo park,316 laurel ave,94025,Single family home,Active,2895000.0,1953,3.0,2.0,1955.0,7840.0,0.0,8,75,85.0,Yes,2899821.0
Ca,San-mateo-county,Montara,911 jordan st,94037,Single family home,Active,2600000.0,2001,4.0,4.5,3439.0,11325.6,0.0,6,4,17.0,Yes,2543261.0
Ca,San-mateo-county,San carlos,166 fairmont ave,94070,Single family home,Active,2495000.0,1941,3.0,2.0,1650.0,5550.0,0.0,9,60,54.0,Yes,2521507.0
Ca,San-mateo-county,Pacifica,995 crespi dr,94044,Single family home,Active,1799000.0,1954,4.0,2.5,2040.0,6715.0,0.0,7,45,14.0,Yes,1850636.0
Ca,San-mateo-county,Daly city,693 southgate ave,94015,Single family home,Active,1299950.0,1954,4.0,2.0,2010.0,3400.0,0.0,7,52,34.0,Yes,1352945.0
Ca,San-mateo-county,Belmont,2411 buena vista ave,94002,Single family home,Active,2398000.0,1938,4.0,2.0,2220.0,8400.0,0.0,9,22,27.0,Yes,2460498.0
Ca,San-mateo-county,Burlingame,304 bayswater ave,94010,Single family home,Active,2150000.0,1929,3.0,1.5,1490.0,4692.0,0.0,9,83,74.0,Yes,2146370.0
Ca,San-mateo-county,Redwood city,2650 carolina ave,94061,Single family home,Active,1728000.0,1951,3.0,2.0,1160.0,7686.0,0.0,6,74,78.0,Yes,1824848.0
Ca,San-mateo-county,Belmont,2047 monroe ave,94002,Single family home,Active,1595000.0,1953,3.0,2.0,1280.0,4900.0,0.0,9,35,20.0,Yes,1685829.0
Ca,San-mateo-county,Foster city,1062 eagle ln,94404,Single family home,Active,1100000.0,1971,2.0,1.5,980.0,1955.0,489.0,7,40,68.0,Yes,1121959.0
Ca,San-mateo-county,Redwood city,550 sapphire st,94062,Single family home,Active,1998000.0,1936,3.0,2.0,2720.0,8160.0,0.0,6,70,68.0,Yes,2067895.0
Ca,San-mateo-county,Daly city,178 winchester st,94014,Single family residential,Active,1098888.0,1927,3.0,2.0,1840.0,2350.0,0.0,7,86,36.0,Yes,1183640.0
Ca,San-mateo-county,Daly city,74 san juan ave,94015,Single family home,Active,1295000.0,1960,3.0,3.0,1730.0,3400.0,0.0,7,70,35.0,Yes,1286212.0
Ca,San-mateo-county,El granada,538 valencia ave,94018,Single family home,Active,2775000.0,2022,6.0,4.0,2827.0,6250.0,0.0,6,67,47.0,Yes,2786217.0
Ca,San-mateo-county,Pacifica,528 arguello blvd,94044,Single family home,Active,1398888.0,1954,3.0,1.5,1484.0,5000.0,0.0,7,63,68.0,Yes,1409453.0
Ca,San-mateo-county,Burlingame,1552 alturas dr,94010,Single family home,Active,2798000.0,1954,4.0,3.0,2530.0,7260.0,0.0,9,11,14.0,Yes,2831871.0
Ca,San-mateo-county,Menlo park,474 oconnor st,94025,Single family residential,Active,2498000.0,1929,2.0,1.0,1560.0,10240.0,0.0,8,62,80.0,Yes,2710530.0
Ca,San-mateo-county,San bruno,7229 shelter creek ln,94066,Condo,Active,498000.0,1972,1.0,1.0,680.0,2964.0,416.0,7,45,18.0,Yes,499541.0
Ca,San-mateo-county,Half moon bay,208 kelly ave,94019,Single family home,Active,2400000.0,2005,4.0,3.5,3192.0,7500.0,0.0,6,51,75.0,Yes,2392838.0
Ca,San-mateo-county,Daly city,70 woodside ave,94015,Single family residential,Active,1459000.0,1960,3.0,2.0,1230.0,3400.0,0.0,7,56,25.0,Yes,0.0
Ca,San-mateo-county,San carlos,1432 san carlos ave #5,94070,Condo,Active,999950.0,1986,2.0,2.5,1191.0,3400.0,399.0,9,94,73.0,Yes,999717.0
Ca,San-mateo-county,Burlingame,917 azalea ave,94010,Single family home,Active,1758000.0,1941,2.0,1.0,950.0,5000.0,0.0,9,79,77.0,Yes,1829408.0
Ca,San-mateo-county,East palo alto,235 gardenia way,94303,Single family home,Active,998000.0,1954,4.0,3.0,1370.0,6400.0,0.0,7,45,73.0,Yes,1008061.0
Ca,San-mateo-county,Daly city,1083 south mayfair ave,94015,Single family residential,Active,1299000.0,1954,2.0,3.0,1505.0,3200.0,0.0,7,46,36.0,Yes,0.0
Ca,San-mateo-county,San bruno,261 fernwood dr,94066,Single family residential,Active,995000.0,1957,3.0,2.0,1040.0,5250.0,0.0,6,11,7.0,Yes,1031134.0
Ca,San-mateo-county,San mateo,845 n humboldt st #410,94401,Condo,Active,570000.0,1965,1.0,1.0,693.0,5250.0,524.0,7,78,68.0,Yes,574200.0
Ca,San-mateo-county,Pacifica,921 fassler ave,94044,Townhouse,Active,1098000.0,1988,2.0,2.5,1450.0,1176.0,530.0,7,15,3.0,Yes,1118946.0
Ca,San-mateo-county,Daly city,8 randall ct,94015,Single family residential,Active,1089000.0,1950,3.0,1.5,1010.0,7314.0,1.0,7,61,23.0,Yes,0.0
Ca,San-mateo-county,Pacifica,916 park pacifica ave,94044,Single family home,Active,1880000.0,1972,4.0,2.5,2020.0,6500.0,0.0,7,35,28.0,Yes,1926271.0
Ca,San-mateo-county,Redwood shores,806 mediterranean ln #1822,94065,Condo,Active,1449441.0,1989,2.0,2.0,1892.0,1860.0,535.0,9,19,72.0,Yes,1504542.0
Ca,San-mateo-county,Redwood city,227 park st,94061,Farm/ranch,Active,1199000.0,1940,2.0,1.0,860.0,6000.0,0.0,6,79,75.0,Yes,0.0
Ca,San-mateo-county,East palo alto,332 azalia dr,94303,Single family home,Active,1100000.0,1951,3.0,2.0,1130.0,5000.0,0.0,7,47,76.0,Yes,1098562.0
Ca,San-mateo-county,Redwood city,327 g st,94063,Single family home,Active,1649000.0,1951,3.0,2.0,1244.0,5876.0,0.0,9,65,81.0,Yes,1674965.0
Ca,San-mateo-county,Belmont,3322 plateau dr,94002,Single family home,Active,2488000.0,1966,6.0,3.0,2240.0,10290.0,0.0,9,9,19.0,Yes,2463021.0
Ca,San-mateo-county,San mateo,102 waters park cir,94403,Townhouse,New,1463917.0,2021,2.0,2.5,1602.0,10290.0,350.0,7,48,75.0,Yes,1462581.0
Ca,San-mateo-county,Foster city,1032 sanderling st,94404,Single family home,Active,1798000.0,1965,4.0,3.0,2450.0,5700.0,0.0,7,38,68.0,Yes,1841263.0
